token,brand_order_token,rating,comment,replies,retailer_name,created_at,publish_at
br_af73036ldh,bo_1ihefvnf7y,5,Great! ,0,Sue's Creative Coyote,1614885945000,1615233600000
br_6wbrpsvsuf,bo_4wfeka4y14,5,Our customers love this product.   We are an eco boutique so our customers love the eco message and fashion-forward styles. They also love that it is fair trade and supports a wonderful social message. ,0,Green4Life,1614557633000,1614801600000
br_dfgrf9r3yg,bo_1hwhbu0two,5,Amazing as usual!  ,0,Lost River Cave,1613265123000,1613592000000
br_184jvb5633,bo_dgbvyxutd7,5,"Love this line! Huge seller for me. Repeat purchases over the years. Great quality, styles and colors.",0,Toad Hall Antiques & Gifts,1612635377000,1612900800000
br_8ghl07rvra,bo_c25c6vfdrn,5,I love them I love this brand and I love Christina! They are a pleasure to work with and such a great addition to my store,0,Jeni b,1611632189000,1611864000000
br_brssp684u6,bo_50rwsw6xq3,5,"Quick to ship, popular sellers, nice selection ",0,Alpaca By Design,1610389736000,1610568000000
br_bxhc7ukcsx,bo_3i9hi1l8th,5,Favorite Company! We have been doing business with Tagua for several years and they continue to offer gorgeous merchandise at fantastic prices. Our customers LOVE the unique designs. Customer service is A++,0,Front Paige Outfitters,1607729097000,1608062400000
br_ba5ef5z8qw,bo_2sa0p4bcb2,5,"Great designs and quality. Well priced collection. Very saleable.
Always in stock in my store. Love it.",0,Village Peddler,1603480466000,1603825200000
br_30ip2q17me,bo_c6aeai3mjr,5,Great Quality All of their products are very well made and absolutely beautiful! I look forward to seeing how well they do in my shop and purchasing more in the future. Excellent customer service as well! ,0,Beautifully Unique Accessories,1603196242000,1603393200000
br_rn2nrsddu7,bo_8jd8uhcl9k,5,"Love, Love, Love this product. We love this product and so do our customers. We are an all eco-friendly store, so this defines our niche. Prices are great, margins are even better, and they are always adding new styles for different looks - keeps the customers coming back. ",0,Green4Life,1603126018000,1603306800000
br_1bmrkzeka7,bo_2t3xwmv6xg,5,"Tagua Customer Service Love the jewelry! We literally cannot keep it in our store. Exceptional customer service! And it’s fair trade, and we are always looking to work with companies like this! ",0,Libbys Boutique,1602439300000,1602702000000
br_c8rqajz2k5,bo_28z5yrf4sw,5,"Style with social conscience, we love it! Our first experience with this jewelry in the middle of a pandemic has been very promising. We love the design, the light weight of really interesting pieces and best of all so do our customers.",0,The Funky Closet,1600625302000,1600801200000
br_eiq6mxkset,bo_95m87g0hjf,5,"Unique quality and workmanship The designers of this brand know what they are doing. Not only do my customers like the unique designs and quality, but they love being able to contribute to life changing opportunities for artisans and their families with each purchase they make.",0,Ward's Comfort & Style,1599770888000,1600110000000
br_c3f7ez95ut,bo_pmwtbevk86,5,my first time ordering from FAIRE everything went smoothly with the order and the system was user friendly. The shipping was as promised and done in a timely manner,0,sweet sage cafe and boutique,1599754646000,1600110000000
br_5kk8d6cs85,bo_3cp6kj3mzp,5,We LOVE Tagua! The products are gorgeous and very well priced. The staff are wonderful to work with. We have been buying Tagua for several years now and I consider this brand a staple in my store.,0,Front Paige Outfitters,1599676258000,1599850800000
br_2b8t6nx8mh,bo_8rx81is4cu,5,Fabulous Jewelry We have been selling this line for years and it is always a great seller! Customers love it and the mission behind it.,0,Krista Anne's Boutique,1598638861000,1598986800000
br_5kp7jwq21k,bo_b495cui7o1,4,Fun jewelry! Our customers love to accessorize with Tagua - great statement pieces! ,0,Celeste,1598628833000,1598986800000
br_aj23jlyw3h,bo_dfez4gx5y7,5,Beautiful jewelry. Too many beautiful colors and styles from which to choose!,0,Little Something More,1598387111000,1598554800000
br_220dbbr5jv,bo_ejapozhrxq,1,too much product on small island just found they are selling to shop just down the street so will have to look for new jewelry line,0,sanders country store inc.,1598042164000,1598382000000
br_8y1l2tm9np,bo_172fmgzavg,5,"Love this brand!  Fun Jewlery to wear & talk about!
Love the story on sourcing of materials! Christina is an amazing rep!
Found on accident & thankful for it!",0,SOURCED boutique,1597537646000,1597777200000
br_8r37wy8g1p,bo_7xh5pi38um,5,Beautiful  We have been Tagua clients for several years. Love that this is a fair trade company. Our customers love the lightweight and unique jewelry. Always a top seller.,0,Classy N Sassy Boutique,1597165609000,1597345200000
br_9kvwm57aur,bo_9ckid4xc2u,5,Great product and wonderful company to work with. This is my top selling jewelry line. It is fashionable and lightweight and makes a true statement with any outfit. The company ships quickly and handles any issues quickly. I love the product and the company and what it represents. ,0,A Cross the Nations Gifts & Boutique,1596477852000,1596654000000
br_dwget06oh6,bo_1siwjnr4uz,3,"Fashionality North East MD Shipping is high, product is good, probably won’t reorder much as my other jewelry vendors ship for less.",0,Fashionality,1595695103000,1595962800000
br_9wmsnuacht,bo_4blv9fh69c,5,Customer love it! Love all the pieces! So lightweight and versatile. ,0,Molly and Margie’s,1594915196000,1595271600000
br_8hze0oz90a,bo_1qshgwbs96,5,"We LOVE Tagua!  We LOVE Tagua! We have carried this line in our store for several years. The styles are beautiful, the colors, vibrant, the quality is outstanding. Our customers love it. I'm a big fan!",0,Front Paige Outfitters,1594312514000,1594666800000
br_auotnlazor,bo_23kazvgujd,5,"Absolutely gorgeous! Products are well.made, beautifully branded, affordably priced and I am so excited to offer these in my shop! ",0,Felicity Finds,1592854626000,1593025200000
